Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2018-3-31,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-31,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-3-31,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-31,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-31,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-3-31,"Walnuts","0.53 Serving (6 tbsp, ground)",104.64,0.00,0.00,0.65,0.05,0.02,0.18,0.09,0.09,0.00,15.68,3.20,0.21,0.00,0.11,0.43,15.68,0.25,0.47,25.28,0.55,55.36,70.56,0.78,0.32,0.49,2.19,1.07,0.01,0.42,1.12,10.43,0.00,1.43,1.45,6.09,7.55,0.98,0.00,0.03,0.06,0.10,0.19,0.07,0.04,0.11,2.44,0.10,0.03,0.06,0.12
2018-3-31,"Almonds, Dry Roasted, Salted","0.73 FDA Serving Size",131.56,0.00,0.00,0.53,0.02,0.26,0.80,0.07,0.03,0.00,12.10,0.22,0.00,0.00,5.26,0.00,58.96,0.24,0.82,61.38,0.49,103.62,156.86,0.44,109.56,0.73,4.62,2.40,0.16,1.07,2.22,11.56,0.00,7.28,0.00,2.85,2.85,0.90,0.00,0.05,0.12,0.16,0.32,0.12,0.03,0.25,4.61,0.13,0.05,0.10,0.19
2018-3-31,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-3-31,"Louisiana Brand, Wing Sauce","2.00 Tbsp",20.10,,,,,,,,,,,999.90,24.00,,,,0.00,,0.00,,,,,,999.90,,2.00,,,,2.00,,,,,,,,,,,,,,,,0.00,,,,
2018-3-31,"Mushrooms, Raw","2.36 cup, whole pieces",49.90,0.00,0.00,209.67,0.18,0.91,8.18,3.40,0.24,0.09,38.56,0.00,4.76,15.88,0.02,0.00,6.80,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0.00,0.00,0.00,0.36,0.36,0.11,0.00,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.10,0.53
2018-3-31,"Radish, Raw","1.23 cup",36.29,0.00,0.00,216.07,0.03,0.09,0.58,0.37,0.16,0.00,56.70,15.88,33.57,0.00,0.00,3.18,56.70,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0.00,4.22,4.08,0.23,0.00,0.04,0.07,0.04,0.11,0.07,0.00,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
2018-3-31,"Colby Jack Cheese","0.86 slice (from pre-sliced package) - each 3/4 oz",69.03,0.00,0.00,7.13,0.00,0.07,0.02,0.04,0.01,0.15,3.24,158.67,0.00,4.14,0.05,0.47,128.79,0.01,0.13,4.77,0.00,81.09,18.72,2.61,108.36,0.55,0.29,0.00,0.00,0.09,0.29,5.62,16.56,1.62,0.05,0.12,0.17,3.54,0.14,0.02,0.15,0.27,0.42,0.36,0.11,0.23,4.34,0.15,0.06,0.21,0.29
2018-3-31,"Walnuts","2.00 Serving (6 tbsp, ground)",392.40,0.00,0.00,2.44,0.20,0.09,0.67,0.34,0.32,0.00,58.80,12.00,0.78,0.00,0.42,1.62,58.80,0.95,1.75,94.80,2.05,207.60,264.60,2.94,1.20,1.85,8.23,4.02,0.04,1.57,4.21,39.13,0.00,5.36,5.45,22.86,28.30,3.68,0.00,0.12,0.23,0.38,0.70,0.25,0.14,0.43,9.14,0.36,0.10,0.24,0.45
2018-3-31,"Michelob, Ultra","6.00 x 12.0 oz",540.38,68.28,,,,,,,,,,,,,,,,,,,,,,,,,18.01,,,,18.01,0.00,,,,,,,,,,,,,,,4.50,,,,
2018-3-31,"Kirkland Signature, Smoked Pulled Pork","16.00 oz",1224.70,,,,,,,,,,,0.00,0.00,,,,0.00,,5.72,,,,,,2540.12,,0.00,0.00,,0.00,0.00,86.18,340.19,,,,,31.75,0.00,,,,,,,,113.40,,,,
2018-3-31,"Beef Brisket, Visible Fat Eaten","1.27 cup, cut pieces",561.32,0.00,0.00,84.88,0.12,0.31,5.97,0.54,0.41,4.39,11.91,0.00,0.00,40.82,0.41,3.40,18.71,0.14,4.10,34.02,0.02,306.17,527.30,36.91,110.56,9.47,0.00,0.00,0.00,0.00,0.00,43.60,142.88,19.18,0.48,1.07,1.55,17.55,1.98,0.44,1.35,1.77,3.11,3.27,1.01,1.53,39.29,1.72,0.44,1.32,1.91
2018-4-1,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-1,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-1,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-1,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-1,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-1,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-4-1,"Ham, whole without bone, cured, visible fat eaten","3.00 cup, cut pieces",582.88,0.00,0.00,272.02,3.03,0.81,16.17,1.62,1.61,2.61,12.06,0.00,0.00,128.63,1.00,0.00,32.16,0.32,5.95,56.28,0.22,787.89,1153.69,78.39,4835.86,11.58,6.03,0.00,0.00,6.03,6.03,22.23,213.05,10.53,0.24,1.93,2.17,7.28,0.06,1.27,3.01,3.69,6.68,7.14,2.22,3.63,84.14,3.74,1.01,2.76,3.65
2018-4-1,"Almonds, Dry Roasted, Salted","3.00 FDA Serving Size",538.20,0.00,0.00,2.17,0.07,1.08,3.27,0.29,0.12,0.00,49.50,0.90,0.00,0.00,21.51,0.00,241.20,0.99,3.36,251.10,2.01,423.90,641.70,1.80,448.20,2.98,18.91,9.81,0.66,4.37,9.10,47.29,0.00,29.77,0.01,11.65,11.66,3.68,0.01,0.19,0.48,0.67,1.31,0.51,0.14,1.01,18.86,0.54,0.19,0.40,0.76
2018-4-1,"Loaded Cauliflower","4.00 Serving",785.99,0.00,0.00,372.23,0.25,0.67,2.81,2.85,0.71,1.15,202.55,2160.76,148.77,22.81,1.78,60.31,689.85,0.17,1.63,79.23,0.52,586.03,1134.22,31.94,968.61,4.20,21.62,6.20,1.37,8.88,15.43,67.36,190.75,17.43,0.34,2.85,3.30,38.13,2.30,0.22,0.81,1.44,2.36,1.99,0.64,1.29,28.96,1.30,0.55,1.27,1.79
2018-4-1,"Beer","1.00 bottle - each 12 fl oz",153.25,13.90,0.00,327.75,0.02,0.09,1.83,0.15,0.16,0.07,21.38,0.00,0.00,0.00,0.00,0.00,14.26,0.02,0.07,21.38,0.03,49.90,96.23,2.14,14.26,0.04,12.65,0.00,0.00,0.00,12.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.00
2018-4-2,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-2,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-2,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-2,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-2,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-2,"Almonds, Dry Roasted, Salted","1.00 FDA Serving Size",179.40,0.00,0.00,0.72,0.02,0.36,1.09,0.10,0.04,0.00,16.50,0.30,0.00,0.00,7.17,0.00,80.40,0.33,1.12,83.70,0.67,141.30,213.90,0.60,149.40,0.99,6.30,3.27,0.22,1.46,3.03,15.76,0.00,9.92,0.00,3.88,3.89,1.23,0.00,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
2018-4-2,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-2,"Louisiana Brand, Wing Sauce","2.00 Tbsp",20.10,,,,,,,,,,,999.90,24.00,,,,0.00,,0.00,,,,,,999.90,,2.00,,,,2.00,,,,,,,,,,,,,,,,0.00,,,,
2018-4-2,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-2,"Louisiana Brand, Wing Sauce","2.00 Tbsp",20.10,,,,,,,,,,,999.90,24.00,,,,0.00,,0.00,,,,,,999.90,,2.00,,,,2.00,,,,,,,,,,,,,,,,0.00,,,,
2018-4-2,"Almonds, Dry Roasted, Salted","1.00 FDA Serving Size",179.40,0.00,0.00,0.72,0.02,0.36,1.09,0.10,0.04,0.00,16.50,0.30,0.00,0.00,7.17,0.00,80.40,0.33,1.12,83.70,0.67,141.30,213.90,0.60,149.40,0.99,6.30,3.27,0.22,1.46,3.03,15.76,0.00,9.92,0.00,3.88,3.89,1.23,0.00,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
2018-4-2,"Beef Steak, Sirloin, No Visible Fat Eaten","1.27 cup, cut pieces",272.16,0.00,0.00,109.81,0.13,0.49,13.49,0.75,1.33,3.44,8.50,23.81,0.00,1.70,0.48,3.23,27.22,0.10,4.90,25.51,0.01,459.26,653.17,46.27,113.97,7.72,0.00,0.00,0.00,0.00,0.00,7.64,130.97,3.26,0.03,0.45,0.51,2.84,0.36,0.54,1.97,2.45,4.53,5.03,1.42,2.11,50.86,2.47,0.59,1.96,2.62
2018-4-2,"Broccoli, Cooked From Fresh","1.00 cup, chopped",54.60,0.00,0.00,139.23,0.10,0.19,0.86,0.96,0.31,0.00,168.48,2414.84,101.24,0.00,3.15,219.96,62.40,0.10,1.05,32.76,0.30,104.52,457.07,2.50,63.96,0.70,11.20,5.15,0.00,2.17,6.05,0.64,0.00,0.06,0.19,0.08,0.27,0.12,0.00,0.05,0.10,0.14,0.23,0.24,0.07,0.18,3.71,0.15,0.05,0.09,0.22
2018-4-2,"Colby Jack Cheese","0.50 cup, grated",217.44,0.00,0.00,22.46,0.01,0.22,0.05,0.12,0.04,0.47,10.21,499.80,0.00,13.04,0.15,1.47,405.68,0.02,0.42,15.03,0.01,255.43,58.97,8.22,341.33,1.72,0.92,0.00,0.00,0.29,0.92,17.69,52.16,5.11,0.15,0.37,0.53,11.14,0.44,0.07,0.48,0.85,1.31,1.14,0.36,0.72,13.68,0.49,0.18,0.66,0.91
2018-4-3,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-3,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-3,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-3,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-3,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-3,"Chicken Thigh, Skin Eaten","2.00 medium",391.96,0.00,0.00,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0.00,0.00,8.20,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.60,388.68,28.37,157.44,4.35,0.00,0.00,0.00,0.00,0.00,21.58,147.60,7.92,0.40,4.46,5.00,5.90,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
2018-4-3,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-4-3,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-3,"Loaded Cauliflower","220.00 g",347.99,0.00,0.00,164.80,0.11,0.30,1.24,1.26,0.31,0.51,89.67,956.65,65.86,10.10,0.79,26.70,305.42,0.08,0.72,35.08,0.23,259.46,502.16,14.14,428.84,1.86,9.57,2.74,0.61,3.93,6.83,29.82,84.45,7.72,0.15,1.26,1.46,16.88,1.02,0.10,0.36,0.64,1.04,0.88,0.28,0.57,12.82,0.58,0.24,0.56,0.79
2018-4-3,"Portabella Mushrooms, Raw","2.70 each",49.90,0.00,0.00,210.51,0.13,0.29,10.19,2.59,0.34,0.11,63.50,0.00,0.00,22.68,0.05,0.00,6.80,0.65,0.70,24.95,0.16,244.94,825.54,42.18,20.41,1.20,8.78,2.95,1.13,5.67,5.83,0.79,0.00,0.05,0.00,0.27,0.27,0.14,0.00,0.02,0.13,0.19,0.29,0.28,0.07,0.17,4.79,0.23,0.08,0.03,0.17
2018-4-3,"Radish, Raw","1.23 cup",36.29,0.00,0.00,216.07,0.03,0.09,0.58,0.37,0.16,0.00,56.70,15.88,33.57,0.00,0.00,3.18,56.70,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0.00,4.22,4.08,0.23,0.00,0.04,0.07,0.04,0.11,0.07,0.00,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
2018-4-3,"Almonds, Dry Roasted, Salted","10.00 each",77.08,0.00,0.00,0.31,0.01,0.15,0.47,0.04,0.02,0.00,7.09,0.13,0.00,0.00,3.08,0.00,34.55,0.14,0.48,35.96,0.29,60.71,91.91,0.26,64.19,0.43,2.71,1.41,0.09,0.63,1.30,6.77,0.00,4.26,0.00,1.67,1.67,0.53,0.00,0.03,0.07,0.10,0.19,0.07,0.02,0.14,2.70,0.08,0.03,0.06,0.11
2018-4-3,"Colby Jack Cheese","1.00 stick - each 1 oz",108.72,0.00,0.00,11.23,0.00,0.11,0.03,0.06,0.02,0.24,5.10,249.90,0.00,6.52,0.08,0.74,202.84,0.01,0.21,7.51,0.00,127.71,29.48,4.11,170.66,0.86,0.46,0.00,0.00,0.14,0.46,8.84,26.08,2.56,0.08,0.19,0.26,5.57,0.22,0.03,0.24,0.42,0.65,0.57,0.18,0.36,6.84,0.24,0.09,0.33,0.46
2018-4-3,"Lamb Roast, Leg, Visible Fat Eaten","0.87 cup, cut pieces",271.44,0.00,0.00,70.35,0.11,0.27,7.21,0.77,0.18,2.53,25.74,0.00,0.00,28.08,0.18,5.38,24.57,0.15,2.07,26.91,0.03,228.15,368.55,31.47,94.77,5.23,0.00,0.00,0.00,0.00,0.00,15.57,102.96,6.82,0.08,0.94,1.02,5.57,0.69,0.37,0.97,1.48,2.38,2.70,0.79,1.25,30.61,1.31,0.36,1.03,1.65
2018-4-3,"Lamb Roast, Leg, Visible Fat Eaten","0.91 FDA Serving Size",178.64,0.00,0.00,46.30,0.07,0.18,4.74,0.51,0.12,1.66,16.94,0.00,0.00,18.48,0.12,3.54,16.17,0.10,1.36,17.71,0.02,150.15,242.55,20.71,62.37,3.44,0.00,0.00,0.00,0.00,0.00,10.25,67.76,4.49,0.05,0.62,0.67,3.67,0.45,0.24,0.64,0.97,1.57,1.78,0.52,0.82,20.14,0.86,0.24,0.68,1.09
2018-4-4,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-4,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-4,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-4,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-4,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-4,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-4,"Louisiana Brand, Wing Sauce","2.00 Tbsp",20.10,,,,,,,,,,,999.90,24.00,,,,0.00,,0.00,,,,,,999.90,,2.00,,,,2.00,,,,,,,,,,,,,,,,0.00,,,,
2018-4-4,"Almonds, Dry Roasted, Salted","1.00 FDA Serving Size",179.40,0.00,0.00,0.72,0.02,0.36,1.09,0.10,0.04,0.00,16.50,0.30,0.00,0.00,7.17,0.00,80.40,0.33,1.12,83.70,0.67,141.30,213.90,0.60,149.40,0.99,6.30,3.27,0.22,1.46,3.03,15.76,0.00,9.92,0.00,3.88,3.89,1.23,0.00,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
2018-4-4,"Chicken Thigh, Skin Eaten","2.00 medium",391.96,0.00,0.00,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0.00,0.00,8.20,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.60,388.68,28.37,157.44,4.35,0.00,0.00,0.00,0.00,0.00,21.58,147.60,7.92,0.40,4.46,5.00,5.90,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
2018-4-4,"Lamb Roast, Leg, Visible Fat Eaten","1.07 cup",610.16,0.00,0.00,158.14,0.24,0.60,16.20,1.74,0.39,5.68,57.86,0.00,0.00,63.12,0.39,12.10,55.23,0.34,4.66,60.49,0.07,512.85,828.45,70.75,213.03,11.76,0.00,0.00,0.00,0.00,0.00,35.01,231.44,15.33,0.17,2.10,2.29,12.52,1.55,0.82,2.18,3.32,5.35,6.08,1.76,2.80,68.80,2.94,0.80,2.31,3.71
2018-4-4,"Loaded Cauliflower","244.00 g",385.95,0.00,0.00,182.78,0.13,0.33,1.38,1.40,0.35,0.57,99.46,1061.01,73.05,11.20,0.87,29.61,338.74,0.09,0.80,38.90,0.26,287.76,556.94,15.68,475.62,2.06,10.62,3.04,0.67,4.36,7.57,33.08,93.67,8.56,0.16,1.40,1.62,18.72,1.13,0.11,0.40,0.71,1.16,0.98,0.31,0.64,14.22,0.64,0.27,0.62,0.88
2018-4-4,"Broccoli, Cooked from Frozen","1.85 cup, chopped",95.20,0.00,0.00,308.45,0.19,0.28,1.56,0.93,0.44,0.00,190.40,3437.40,136.34,0.00,3.84,299.54,112.20,0.12,2.07,44.20,0.76,166.60,482.80,2.38,37.40,0.95,18.19,10.20,2.31,5.00,7.99,0.41,0.00,0.03,0.14,0.04,0.19,0.06,0.00,0.07,0.19,0.41,0.49,0.53,0.13,0.32,10.54,0.34,0.11,0.24,0.48
2018-4-4,"Almonds, Dry Roasted, Salted","0.73 FDA Serving Size",131.56,0.00,0.00,0.53,0.02,0.26,0.80,0.07,0.03,0.00,12.10,0.22,0.00,0.00,5.26,0.00,58.96,0.24,0.82,61.38,0.49,103.62,156.86,0.44,109.56,0.73,4.62,2.40,0.16,1.07,2.22,11.56,0.00,7.28,0.00,2.85,2.85,0.90,0.00,0.05,0.12,0.16,0.32,0.12,0.03,0.25,4.61,0.13,0.05,0.10,0.19
2018-4-4,"Colby Jack Cheese","0.50 cup, grated",217.44,0.00,0.00,22.46,0.01,0.22,0.05,0.12,0.04,0.47,10.21,499.80,0.00,13.04,0.15,1.47,405.68,0.02,0.42,15.03,0.01,255.43,58.97,8.22,341.33,1.72,0.92,0.00,0.00,0.29,0.92,17.69,52.16,5.11,0.15,0.37,0.53,11.14,0.44,0.07,0.48,0.85,1.31,1.14,0.36,0.72,13.68,0.49,0.18,0.66,0.91
2018-4-5,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-5,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-4-5,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-5,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-5,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-4-5,"Chicken Drumstick, Skin Eaten","3.00 medium",358.44,0.00,0.00,107.29,0.10,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0.00,26.10,0.14,0.00,29.58,0.22,2.52,46.98,0.03,374.10,396.72,52.55,182.70,5.83,0.12,0.00,0.00,0.00,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.10,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
2018-4-5,"Louisiana Brand, Wing Sauce","2.00 Tbsp",20.10,,,,,,,,,,,999.90,24.00,,,,0.00,,0.00,,,,,,999.90,,2.00,,,,2.00,,,,,,,,,,,,,,,,0.00,,,,
2018-4-5,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
