Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
5/18/2018,"Louisiana Brand, Wing Sauce",2.00 Tbsp,20.1,,,,,,,,,,,999.9,24,,,,0,,0,,,,,,999.9,,2,,,,2,,,,,,,,,,,,,,,,0,,,,
5/18/2018,"Broccoli, Raw",1.00 stalk,51.34,0,0,134.84,0.11,0.18,0.96,0.87,0.26,0,95.13,940.73,134.69,0,2.17,154.02,70.97,0.07,1.1,31.71,0.32,99.66,477.16,3.78,49.83,0.62,10.03,3.93,0,2.57,6.1,0.56,0,0.02,0.03,0.03,0.06,0.06,0,0.04,0.09,0.12,0.19,0.2,0.06,0.18,4.26,0.13,0.05,0.08,0.19
5/18/2018,Pork Fat,0.28 cup,354.94,0,0,14.89,0.12,0.11,1.77,0.29,0.11,0.31,0,45.36,0,40.82,0,0,12.47,0.05,0.26,5.1,0,61.8,70.87,6.52,31.75,0.43,0,0,0,0,0,37.48,44.79,16.44,0.27,5.99,6.54,13.53,0.27,0.05,0.16,0.19,0.33,0.36,0.11,0.17,4,0.18,0.05,0.16,0.2
5/18/2018,"Trader Joe's, Brazil Nuts, Raw",1.00 x 7.0 Each,190,0,,,,,,,,,,0,0,,,,40,,1.08,,,,,,0,,4,2,,1,2,19,0,7,,,6,4.5,0,,,,,,,,4,,,,
5/19/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/19/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2018,"Appleton Farms, Premium Sliced Bacon",120.00 g,565.2,,,,,,,,,,,,,,,,,,2.54,,,,,,2188.8,,0,,,,0,49.42,141.6,,,,,17.65,,,,,,,,,35.29,,,,
5/19/2018,"Eggs, Cooked",4.00 large,310,0,0,149.24,0.13,1.03,0.13,2.8,0.24,2.22,88,1040,0,174,2.06,0.6,100,0.03,2.38,20,0.05,344,252,61.6,248,2.1,2.24,0,0,2.24,2.24,21.22,746,8.15,0.14,2.67,2.83,6.53,0,0.58,0.6,1.37,2.15,1.81,0.78,1.34,25.16,1.21,0.31,1.03,1.53
5/19/2018,"Pork Steak, Shoulder, Visible Fat Eaten",1.18 steak,538,0,0,114.94,1.28,0.71,8.12,1.33,0.46,1.76,10,14,1.4,108,0.38,0,56,0.23,2.9,36,0.02,394,664,68.6,134,7.92,0,0,0,0,0,37.72,172,16.54,0.06,3.22,3.52,13.94,0.39,0.58,1.79,2.12,3.67,4.13,1.2,1.83,46.22,2.08,0.57,1.57,2.48
5/19/2018,Lard,2.00 tsp,77.05,0,0,0,0,0,0,0,0,0,0,0,0,8.71,0.05,0,0,0.01,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,8.54,8.11,3.85,0.08,0.87,0.96,3.35,0.09,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2018,"Broccoli, Raw",2.00 stalk,102.68,0,0,269.69,0.21,0.35,1.93,1.73,0.53,0,190.26,1881.46,269.38,0,4.35,308.04,141.94,0.15,2.2,63.42,0.63,199.32,954.32,7.55,99.66,1.24,20.05,7.85,0,5.13,12.2,1.12,0,0.03,0.06,0.05,0.11,0.12,0,0.08,0.18,0.24,0.39,0.41,0.11,0.35,8.52,0.27,0.1,0.15,0.38
5/19/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/19/2018,"Trader Joe's, Brazil Nuts, Raw",2.00 x 7.0 Each,380,0,,,,,,,,,,0,0,,,,80,,2.16,,,,,,0,,8,4,,2,4,38,0,14,,,12,9,0,,,,,,,,8,,,,
5/19/2018,"Chicken Drumstick, Skin Eaten",2.00 medium,238.96,0,0,71.53,0.07,0.42,8.24,1.16,0.5,1.93,10.44,54.52,0,17.4,0.09,0,19.72,0.15,1.68,31.32,0.02,249.4,264.48,35.03,121.8,3.89,0.08,0,0,0,0.08,11.54,155.44,4.17,0.2,3.06,3.33,3.4,0.16,0.29,0.82,0.88,2.12,2.51,0.8,1,31.63,1.1,0.32,0.9,1
5/20/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/20/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2018,"Almonds, Dry Roasted, Salted",2.00 FDA Serving Size,358.8,0,0,1.45,0.05,0.72,2.18,0.19,0.08,0,33,0.6,0,0,14.34,0,160.8,0.66,2.24,167.4,1.34,282.6,427.8,1.2,298.8,1.99,12.61,6.54,0.44,2.92,6.07,31.52,0,19.85,0,7.77,7.77,2.46,0,0.13,0.32,0.45,0.88,0.34,0.09,0.67,12.58,0.36,0.13,0.27,0.51
5/20/2018,MCT Oil,1.00 tsp,38.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2018,"Chicken Drumstick, Skin Eaten",6.00 medium,716.88,0,0,214.58,0.2,1.27,24.72,3.49,1.5,5.78,31.32,163.56,0,52.2,0.28,0,59.16,0.43,5.05,93.96,0.06,748.2,793.44,105.1,365.4,11.66,0.24,0,0,0,0.24,34.63,466.32,12.51,0.59,9.19,9.98,10.2,0.48,0.88,2.47,2.63,6.36,7.53,2.39,2.99,94.9,3.31,0.96,2.7,2.99
5/20/2018,"Broccoli, Raw",3.00 stalk,154.02,0,0,404.53,0.32,0.53,2.89,2.6,0.79,0,285.39,2822.19,404.08,0,6.52,462.06,212.91,0.22,3.31,95.13,0.95,298.98,1431.48,11.33,149.49,1.86,30.08,11.78,0,7.7,18.3,1.68,0,0.05,0.1,0.08,0.17,0.18,0,0.13,0.27,0.36,0.58,0.61,0.17,0.53,12.77,0.4,0.15,0.23,0.57
5/20/2018,"Pork Steak, Shoulder, Visible Fat Eaten",0.94 cup,621.39,0,0,132.76,1.47,0.82,9.38,1.54,0.53,2.03,11.55,16.17,1.62,124.74,0.44,0,64.68,0.26,3.35,41.58,0.03,455.07,766.92,79.23,154.77,9.15,0,0,0,0,0,43.57,198.66,19.1,0.07,3.72,4.07,16.1,0.45,0.67,2.06,2.45,4.24,4.77,1.38,2.12,53.38,2.4,0.65,1.81,2.87
5/20/2018,Lard,0.14 cup,255.71,0,0,0,0,0,0,0,0.01,0,0,0,0,28.92,0.17,0,0,0.02,0,0,0,0,0,0.06,0,0.03,0,0,0,0,0,28.35,26.93,12.79,0.27,2.89,3.18,11.11,0.31,0,0,0,0,0,0,0,0,0,0,0,0
5/20/2018,"Trader Joe's, Brazil Nuts, Raw",1.00 x 7.0 Each,190,0,,,,,,,,,,0,0,,,,40,,1.08,,,,,,0,,4,2,,1,2,19,0,7,,,6,4.5,0,,,,,,,,4,,,,
5/21/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/21/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2018,"Perfect Keto, Base, Chocolate Sea Salt",1.00 scoop,15,,,,,,,,,,,,,,,,593,,,323,,,,,684,,0,0,,,0,0,,,,,,0,,,,,,,,,0,,,,
5/21/2018,"Tyson, Shoulder Butt, Pork",319.00 g,598.12,,,,,,,,,,,0,0,,,,0,,3.08,,,,,,199.37,,0,0,,0,0,39.87,199.37,,,,,14.24,0,,,,,,,,56.96,,,,
5/21/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/21/2018,"Macadamia Nuts, Roasted, Salted",1.00 FDA Serving Size,214.8,0,0,0.48,0.21,0.03,0.68,0.18,0.11,0,3,0,0.21,0,0.17,0,21,0.17,0.79,35.4,0.91,59.4,108.9,3.51,105.9,0.39,3.85,2.4,0.32,1.24,1.45,22.82,0,17.78,0.06,0.39,0.45,3.58,0,0,0.06,0.09,0.18,0.01,0.01,0.2,2.34,0.11,0.02,0.15,0.11
5/21/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/21/2018,"Tyson, Shoulder Butt, Pork",253.00 g,474.37,,,,,,,,,,,0,0,,,,0,,2.44,,,,,,158.12,,0,0,,0,0,31.62,158.12,,,,,11.29,0,,,,,,,,45.18,,,,
5/21/2018,"Morton, Salt Mixture, Lite",4.00 x 0.25 Teaspoon,0.02,0,,,,,,,,0,,,,,,,2.24,,,3.36,,,1416.8,,1103.2,,0.06,,,,0.06,0.06,,,,,,,,,,,,,,,0,,,,
5/21/2018,"Morton, Fine Mediterranean Sea Salt",4.00 x 0.25 tsp,0,,,,,,,,,,,,,,,,,,,,,,,,2240,,0,,,,0,0,,,,,,,,,,,,,,,0,,,,
5/21/2018,"Peanuts, Raw",1.42 FDA Serving Size,241.11,0,0,2.76,0.27,0.06,5.13,0.75,0.15,0,102.06,0,0,0,3.54,0,39.12,0.49,1.95,71.44,0.82,159.89,299.8,3.06,7.65,1.39,6.86,3.61,1.47,2.01,3.24,20.94,0,10.39,0,6.61,6.62,2.67,0,0.14,0.28,0.39,0.71,0.39,0.13,0.59,10.97,0.38,0.11,0.45,0.46
5/21/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/21/2018,"Broccoli, Raw",2.00 stalk,102.68,0,0,269.69,0.21,0.35,1.93,1.73,0.53,0,190.26,1881.46,269.38,0,4.35,308.04,141.94,0.15,2.2,63.42,0.63,199.32,954.32,7.55,99.66,1.24,20.05,7.85,0,5.13,12.2,1.12,0,0.03,0.06,0.05,0.11,0.12,0,0.08,0.18,0.24,0.39,0.41,0.11,0.35,8.52,0.27,0.1,0.15,0.38
5/21/2018,"Almonds, Dry Roasted, Salted",1.00 FDA Serving Size,179.4,0,0,0.72,0.02,0.36,1.09,0.1,0.04,0,16.5,0.3,0,0,7.17,0,80.4,0.33,1.12,83.7,0.67,141.3,213.9,0.6,149.4,0.99,6.3,3.27,0.22,1.46,3.03,15.76,0,9.92,0,3.88,3.89,1.23,0,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
5/21/2018,"Trader Joe's, Brazil Nuts, Raw",1.00 x 7.0 Each,190,0,,,,,,,,,,0,0,,,,40,,1.08,,,,,,0,,4,2,,1,2,19,0,7,,,6,4.5,0,,,,,,,,4,,,,
5/22/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/22/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2018,"Morton, Salt Mixture, Lite",4.00 x 0.25 Teaspoon,0.02,0,,,,,,,,0,,,,,,,2.24,,,3.36,,,1416.8,,1103.2,,0.06,,,,0.06,0.06,,,,,,,,,,,,,,,0,,,,
5/22/2018,"Morton, Fine Mediterranean Sea Salt",4.00 x 0.25 tsp,0,,,,,,,,,,,,,,,,,,,,,,,,2240,,0,,,,0,0,,,,,,,,,,,,,,,0,,,,
5/22/2018,"Perfect Keto, Base, Chocolate Sea Salt",1.00 scoop,15,,,,,,,,,,,,,,,,593,,,323,,,,,684,,0,0,,,0,0,,,,,,0,,,,,,,,,0,,,,
5/22/2018,"Tyson, Shoulder Butt, Pork",245.00 g,459.37,,,,,,,,,,,0,0,,,,0,,2.36,,,,,,153.12,,0,0,,0,0,30.62,153.12,,,,,10.94,0,,,,,,,,43.75,,,,
5/22/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/22/2018,"Macadamia Nuts, Roasted, Salted",1.00 FDA Serving Size,214.8,0,0,0.48,0.21,0.03,0.68,0.18,0.11,0,3,0,0.21,0,0.17,0,21,0.17,0.79,35.4,0.91,59.4,108.9,3.51,105.9,0.39,3.85,2.4,0.32,1.24,1.45,22.82,0,17.78,0.06,0.39,0.45,3.58,0,0,0.06,0.09,0.18,0.01,0.01,0.2,2.34,0.11,0.02,0.15,0.11
5/22/2018,"Tyson, Shoulder Butt, Pork",244.00 g,457.5,,,,,,,,,,,0,0,,,,0,,2.35,,,,,,152.5,,0,0,,0,0,30.5,152.5,,,,,10.89,0,,,,,,,,43.57,,,,
5/22/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/22/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/22/2018,"Specially Selected, Blue Cheese Stuffed Queen Olives",190.00 g,475,,,,,,,,,,,,,0,,,380,,0,,,,0,,3230,,9.5,0,,0,9.5,38,0,12.67,,,0,0,0,,,,,,,,0,,,,
5/22/2018,Trader Joe's Kimchi,0.60 Serving,12,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.6,,1.2,2.4,0,,,,,,,,,,,,,,,0,,,,
5/22/2018,"Trader Joe's, Brazil Nuts, Raw",0.35 x 7.0 Each,66.5,0,,,,,,,,,,0,0,,,,14,,0.38,,,,,,0,,1.4,0.7,,0.35,0.7,6.65,0,2.45,,,2.1,1.58,0,,,,,,,,1.4,,,,
5/22/2018,"Broccoli, Raw",2.50 stalk,128.35,0,0,337.11,0.27,0.44,2.41,2.16,0.66,0,237.83,2351.83,336.73,0,5.44,385.05,177.43,0.18,2.76,79.28,0.79,249.15,1192.9,9.44,124.57,1.55,25.07,9.82,0,6.42,15.25,1.4,0,0.04,0.08,0.06,0.14,0.15,0,0.11,0.22,0.3,0.49,0.51,0.14,0.44,10.65,0.33,0.12,0.19,0.47
5/23/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/23/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2018,"Southern Grove, Sunflower Kernels, Roasted & Salted",1.00 x 0.25 Cup,180,,,,,,,,,,,0,0,,,,20,,1.08,,,,,,130,,7,3,,1,4,15,0,,,,,2,0,,,,,,,,6,,,,
5/23/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/23/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/23/2018,"Simms, Snack Sticks, Turkey Sausage",2.00 stick,90,,,,,,,,,,,0,0,,,,40,,0.72,,,,,,320,,1,0,,0,1,6,30,,,,,2,0,,,,,,,,8,,,,
5/23/2018,"Macadamia Nuts, Roasted, Salted",1.00 FDA Serving Size,214.8,0,0,0.48,0.21,0.03,0.68,0.18,0.11,0,3,0,0.21,0,0.17,0,21,0.17,0.79,35.4,0.91,59.4,108.9,3.51,105.9,0.39,3.85,2.4,0.32,1.24,1.45,22.82,0,17.78,0.06,0.39,0.45,3.58,0,0,0.06,0.09,0.18,0.01,0.01,0.2,2.34,0.11,0.02,0.15,0.11
5/23/2018,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
5/23/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/23/2018,"Macadamia Nuts, Roasted, Salted",1.00 FDA Serving Size,214.8,0,0,0.48,0.21,0.03,0.68,0.18,0.11,0,3,0,0.21,0,0.17,0,21,0.17,0.79,35.4,0.91,59.4,108.9,3.51,105.9,0.39,3.85,2.4,0.32,1.24,1.45,22.82,0,17.78,0.06,0.39,0.45,3.58,0,0,0.06,0.09,0.18,0.01,0.01,0.2,2.34,0.11,0.02,0.15,0.11
5/23/2018,"Broccoli, Raw",1.70 stalk,87.28,0,0,229.23,0.18,0.3,1.64,1.47,0.45,0,161.72,1599.24,228.98,0,3.7,261.83,120.65,0.13,1.87,53.91,0.54,169.42,811.17,6.42,84.71,1.05,17.04,6.67,0,4.36,10.37,0.95,0,0.03,0.05,0.04,0.1,0.1,0,0.07,0.15,0.2,0.33,0.35,0.1,0.3,7.24,0.23,0.08,0.13,0.32
5/23/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
5/23/2018,"Sincerely, Brigitte, Garlic Basil Cheese",94.00 g,369.29,,,,,,,,,,,1007.14,0,,,,1007.14,,0,,,,,,570.71,,3.36,0,,0,3.36,26.86,100.71,,,,,16.79,0,,,,,,,,30.21,,,,
5/23/2018,"Moser Roth, Finest Dark, 85% Cocoa",1.00 Bar,149.28,,,,,,,,,,,,,,,,,,,,,,,,25,,5.1,,,3.5,5.1,12.5,,,,,,7.7,,,,,,,,,2.8,,,,
5/23/2018,"Mushrooms, Raw","2.36 cup, whole pieces",49.9,0,0,209.67,0.18,0.91,8.18,3.4,0.24,0.09,38.56,0,4.76,15.88,0.02,0,6.8,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0,0,0,0.36,0.36,0.11,0,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.1,0.53
5/23/2018,"Happy Farms, Muenster Sheese, Deli Sliced",3.00 serving,240,,,,,,,,,,,,,12,,,453,,0,,,,84,,390,,0,0,,0,0,18,60,,,,,12,0,,,,,,,,15,,,,
5/23/2018,"Sincerely, Brigitte, Garlic Basil Cheese",44.00 g,172.86,,,,,,,,,,,471.43,0,,,,471.43,,0,,,,,,267.14,,1.57,0,,0,1.57,12.57,47.14,,,,,7.86,0,,,,,,,,14.14,,,,
5/23/2018,"Trader Joe's, Brazil Nuts, Raw",2.67 x 7.0 Each,506.67,0,,,,,,,,,,0,0,,,,106.67,,2.88,,,,,,0,,10.67,5.33,,2.67,5.33,50.67,0,18.67,,,16,12,0,,,,,,,,10.67,,,,
5/23/2018,"Almonds, Dry Roasted, Salted",6.00 FDA Serving Size,1076.4,0,0,4.34,0.14,2.15,6.55,0.58,0.24,0,99,1.8,0,0,43.02,0,482.4,1.98,6.71,502.2,4.02,847.8,1283.4,3.6,896.4,5.96,37.82,19.62,1.31,8.75,18.2,94.57,0,59.54,0.01,23.3,23.32,7.37,0.01,0.39,0.96,1.34,2.63,1.01,0.28,2.02,37.73,1.07,0.38,0.8,1.53
5/24/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
5/24/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
